id,type,resultTime,usedProcedure,madeBySensor,observedProperty,hasFeatureOfInterest,hasSimpleResult,hasResult_value,hasResult_unit
Observation7353,sosa:Observation,2013-11-22T07:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7354,sosa:Observation,2013-11-22T07:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.534,DEG_C
Observation7355,sosa:Observation,2013-11-22T07:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.959,PERCENT
Observation7356,sosa:Observation,2013-11-22T07:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7357,sosa:Observation,2013-11-22T08:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.391,DEG_C
Observation7358,sosa:Observation,2013-11-22T08:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.941,PERCENT
Observation7359,sosa:Observation,2013-11-22T08:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7360,sosa:Observation,2013-11-22T08:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.010,DEG_C
Observation7361,sosa:Observation,2013-11-22T08:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.796,PERCENT
Observation7362,sosa:Observation,2013-11-22T08:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7363,sosa:Observation,2013-11-22T09:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.699,DEG_C
Observation7364,sosa:Observation,2013-11-22T09:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.088,PERCENT
Observation7365,sosa:Observation,2013-11-22T09:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7366,sosa:Observation,2013-11-22T09:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.056,DEG_C
Observation7367,sosa:Observation,2013-11-22T09:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.481,PERCENT
Observation7368,sosa:Observation,2013-11-22T09:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7369,sosa:Observation,2013-11-22T10:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.341,DEG_C
Observation7370,sosa:Observation,2013-11-22T10:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.293,PERCENT
Observation7371,sosa:Observation,2013-11-22T10:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7372,sosa:Observation,2013-11-22T10:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.555,DEG_C
Observation7373,sosa:Observation,2013-11-22T10:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.523,PERCENT
Observation7374,sosa:Observation,2013-11-22T10:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7375,sosa:Observation,2013-11-22T11:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.722,DEG_C
Observation7376,sosa:Observation,2013-11-22T11:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,43.968,PERCENT
Observation7377,sosa:Observation,2013-11-22T11:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7378,sosa:Observation,2013-11-22T11:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.912,DEG_C
Observation7379,sosa:Observation,2013-11-22T11:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,43.478,PERCENT
Observation7380,sosa:Observation,2013-11-22T11:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,27.6,LUX
Observation7381,sosa:Observation,2013-11-22T12:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.031,DEG_C
Observation7382,sosa:Observation,2013-11-22T12:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.132,PERCENT
Observation7383,sosa:Observation,2013-11-22T12:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,27.6,LUX
Observation7384,sosa:Observation,2013-11-22T12:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.508,DEG_C
Observation7385,sosa:Observation,2013-11-22T12:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.981,PERCENT
Observation7386,sosa:Observation,2013-11-22T12:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,35.5,LUX
Observation7387,sosa:Observation,2013-11-22T13:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.151,DEG_C
Observation7388,sosa:Observation,2013-11-22T13:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,47.203,PERCENT
Observation7389,sosa:Observation,2013-11-22T13:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,35.5,LUX
Observation7390,sosa:Observation,2013-11-22T13:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.912,DEG_C
Observation7391,sosa:Observation,2013-11-22T13:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,47.742,PERCENT
Observation7392,sosa:Observation,2013-11-22T13:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,35.5,LUX
Observation7393,sosa:Observation,2013-11-22T14:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.532,DEG_C
Observation7394,sosa:Observation,2013-11-22T14:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,47.378,PERCENT
Observation7395,sosa:Observation,2013-11-22T14:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,35.5,LUX
Observation7396,sosa:Observation,2013-11-22T14:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.436,DEG_C
Observation7397,sosa:Observation,2013-11-22T14:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,47.113,PERCENT
Observation7398,sosa:Observation,2013-11-22T14:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,43.4,LUX
Observation7399,sosa:Observation,2013-11-22T15:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.318,DEG_C
Observation7400,sosa:Observation,2013-11-22T15:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,47.351,PERCENT
Observation7401,sosa:Observation,2013-11-22T15:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7402,sosa:Observation,2013-11-22T15:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.961,DEG_C
Observation7403,sosa:Observation,2013-11-22T15:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,48.314,PERCENT
Observation7404,sosa:Observation,2013-11-22T15:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7405,sosa:Observation,2013-11-22T16:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.151,DEG_C
Observation7406,sosa:Observation,2013-11-22T16:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,48.370,PERCENT
Observation7407,sosa:Observation,2013-11-22T16:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7408,sosa:Observation,2013-11-22T16:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.746,DEG_C
Observation7409,sosa:Observation,2013-11-22T16:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,47.436,PERCENT
Observation7410,sosa:Observation,2013-11-22T16:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7411,sosa:Observation,2013-11-22T17:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.031,DEG_C
Observation7412,sosa:Observation,2013-11-22T17:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,46.839,PERCENT
Observation7413,sosa:Observation,2013-11-22T17:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7414,sosa:Observation,2013-11-22T17:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.269,DEG_C
Observation7415,sosa:Observation,2013-11-22T17:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,46.265,PERCENT
Observation7416,sosa:Observation,2013-11-22T17:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7417,sosa:Observation,2013-11-22T18:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.507,DEG_C
Observation7418,sosa:Observation,2013-11-22T18:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.849,PERCENT
Observation7419,sosa:Observation,2013-11-22T18:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7420,sosa:Observation,2013-11-22T18:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.936,DEG_C
Observation7421,sosa:Observation,2013-11-22T18:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.071,PERCENT
Observation7422,sosa:Observation,2013-11-22T18:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7423,sosa:Observation,2013-11-22T19:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.151,DEG_C
Observation7424,sosa:Observation,2013-11-22T19:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.745,PERCENT
Observation7425,sosa:Observation,2013-11-22T19:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7426,sosa:Observation,2013-11-22T19:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.390,DEG_C
Observation7427,sosa:Observation,2013-11-22T19:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.229,PERCENT
Observation7428,sosa:Observation,2013-11-22T19:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7429,sosa:Observation,2013-11-22T20:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.581,DEG_C
Observation7430,sosa:Observation,2013-11-22T20:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,43.994,PERCENT
Observation7431,sosa:Observation,2013-11-22T20:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7432,sosa:Observation,2013-11-22T20:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,22.034,DEG_C
Observation7433,sosa:Observation,2013-11-22T20:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.626,PERCENT
Observation7434,sosa:Observation,2013-11-22T20:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7435,sosa:Observation,2013-11-22T21:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,22.154,DEG_C
Observation7436,sosa:Observation,2013-11-22T21:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.090,PERCENT
Observation7437,sosa:Observation,2013-11-22T21:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7438,sosa:Observation,2013-11-22T21:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,22.082,DEG_C
Observation7439,sosa:Observation,2013-11-22T21:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.664,PERCENT
Observation7440,sosa:Observation,2013-11-22T21:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7441,sosa:Observation,2013-11-22T22:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,22.130,DEG_C
Observation7442,sosa:Observation,2013-11-22T22:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.187,PERCENT
Observation7443,sosa:Observation,2013-11-22T22:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7444,sosa:Observation,2013-11-22T22:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,22.106,DEG_C
Observation7445,sosa:Observation,2013-11-22T22:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,43.927,PERCENT
Observation7446,sosa:Observation,2013-11-22T22:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7447,sosa:Observation,2013-11-22T23:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.867,DEG_C
Observation7448,sosa:Observation,2013-11-22T23:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.863,PERCENT
Observation7449,sosa:Observation,2013-11-22T23:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7450,sosa:Observation,2013-11-22T23:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.700,DEG_C
Observation7451,sosa:Observation,2013-11-22T23:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.394,PERCENT
Observation7452,sosa:Observation,2013-11-22T23:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7453,sosa:Observation,2013-11-23T00:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.676,DEG_C
Observation7454,sosa:Observation,2013-11-23T00:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.487,PERCENT
Observation7455,sosa:Observation,2013-11-23T00:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7456,sosa:Observation,2013-11-23T00:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.652,DEG_C
Observation7457,sosa:Observation,2013-11-23T00:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.324,PERCENT
Observation7458,sosa:Observation,2013-11-23T00:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7459,sosa:Observation,2013-11-23T01:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.793,DEG_C
Observation7460,sosa:Observation,2013-11-23T01:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.607,PERCENT
Observation7461,sosa:Observation,2013-11-23T01:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7462,sosa:Observation,2013-11-23T01:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.269,DEG_C
Observation7463,sosa:Observation,2013-11-23T01:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.832,PERCENT
Observation7464,sosa:Observation,2013-11-23T01:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7465,sosa:Observation,2013-11-23T02:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.984,DEG_C
Observation7466,sosa:Observation,2013-11-23T02:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.829,PERCENT
Observation7467,sosa:Observation,2013-11-23T02:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7468,sosa:Observation,2013-11-23T02:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.722,DEG_C
Observation7469,sosa:Observation,2013-11-23T02:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.989,PERCENT
Observation7470,sosa:Observation,2013-11-23T02:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7471,sosa:Observation,2013-11-23T03:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.484,DEG_C
Observation7472,sosa:Observation,2013-11-23T03:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.088,PERCENT
Observation7473,sosa:Observation,2013-11-23T03:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7474,sosa:Observation,2013-11-23T03:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.246,DEG_C
Observation7475,sosa:Observation,2013-11-23T03:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.409,PERCENT
Observation7476,sosa:Observation,2013-11-23T03:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7477,sosa:Observation,2013-11-23T04:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.127,DEG_C
Observation7478,sosa:Observation,2013-11-23T04:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.680,PERCENT
Observation7479,sosa:Observation,2013-11-23T04:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7480,sosa:Observation,2013-11-23T04:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.913,DEG_C
Observation7481,sosa:Observation,2013-11-23T04:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.590,PERCENT
Observation7482,sosa:Observation,2013-11-23T04:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7483,sosa:Observation,2013-11-23T05:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.699,DEG_C
Observation7484,sosa:Observation,2013-11-23T05:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.628,PERCENT
Observation7485,sosa:Observation,2013-11-23T05:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7486,sosa:Observation,2013-11-23T05:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.485,DEG_C
Observation7487,sosa:Observation,2013-11-23T05:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.665,PERCENT
Observation7488,sosa:Observation,2013-11-23T05:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7489,sosa:Observation,2013-11-23T06:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.319,DEG_C
Observation7490,sosa:Observation,2013-11-23T06:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.771,PERCENT
Observation7491,sosa:Observation,2013-11-23T06:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7492,sosa:Observation,2013-11-23T06:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.152,DEG_C
Observation7493,sosa:Observation,2013-11-23T06:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.846,PERCENT
Observation7494,sosa:Observation,2013-11-23T06:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7495,sosa:Observation,2013-11-23T07:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.986,DEG_C
Observation7496,sosa:Observation,2013-11-23T07:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.793,PERCENT
Observation7497,sosa:Observation,2013-11-23T07:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7498,sosa:Observation,2013-11-23T07:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.819,DEG_C
Observation7499,sosa:Observation,2013-11-23T07:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.963,PERCENT
Observation7500,sosa:Observation,2013-11-23T07:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7501,sosa:Observation,2013-11-23T08:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.677,DEG_C
Observation7502,sosa:Observation,2013-11-23T08:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.945,PERCENT
Observation7503,sosa:Observation,2013-11-23T08:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7504,sosa:Observation,2013-11-23T08:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.510,DEG_C
Observation7505,sosa:Observation,2013-11-23T08:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.861,PERCENT
Observation7506,sosa:Observation,2013-11-23T08:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7507,sosa:Observation,2013-11-23T09:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.414,DEG_C
Observation7508,sosa:Observation,2013-11-23T09:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.783,PERCENT
Observation7509,sosa:Observation,2013-11-23T09:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7510,sosa:Observation,2013-11-23T09:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.222,DEG_C
Observation7511,sosa:Observation,2013-11-23T09:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.355,PERCENT
Observation7512,sosa:Observation,2013-11-23T09:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7513,sosa:Observation,2013-11-23T10:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.532,DEG_C
Observation7514,sosa:Observation,2013-11-23T10:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,43.945,PERCENT
Observation7515,sosa:Observation,2013-11-23T10:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation7516,sosa:Observation,2013-11-23T10:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.793,DEG_C
Observation7517,sosa:Observation,2013-11-23T10:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,43.400,PERCENT
Observation7518,sosa:Observation,2013-11-23T10:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7519,sosa:Observation,2013-11-23T11:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.651,DEG_C
Observation7520,sosa:Observation,2013-11-23T11:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,43.319,PERCENT
Observation7521,sosa:Observation,2013-11-23T11:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7522,sosa:Observation,2013-11-23T11:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.413,DEG_C
Observation7523,sosa:Observation,2013-11-23T11:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.442,PERCENT
Observation7524,sosa:Observation,2013-11-23T11:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7525,sosa:Observation,2013-11-23T12:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.436,DEG_C
Observation7526,sosa:Observation,2013-11-23T12:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.508,PERCENT
Observation7527,sosa:Observation,2013-11-23T12:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7528,sosa:Observation,2013-11-23T12:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.341,DEG_C
Observation7529,sosa:Observation,2013-11-23T12:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,44.529,PERCENT
Observation7530,sosa:Observation,2013-11-23T12:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7531,sosa:Observation,2013-11-23T13:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.771,DEG_C
Observation7532,sosa:Observation,2013-11-23T13:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.478,PERCENT
Observation7533,sosa:Observation,2013-11-23T13:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7534,sosa:Observation,2013-11-23T13:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.246,DEG_C
Observation7535,sosa:Observation,2013-11-23T13:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.949,PERCENT
Observation7536,sosa:Observation,2013-11-23T13:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation7537,sosa:Observation,2013-11-23T14:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.484,DEG_C
Observation7538,sosa:Observation,2013-11-23T14:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,45.787,PERCENT
